"學年度","學制","行政區","學校名稱","學區類型","村里","鄰里備註","資料來源"
"115","國小","樹林區","山佳國小","自由學區","山佳里","(1-4、19-21鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","樹林區","山佳國小","自由學區","中山里","(1、22、23鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","樹林區","育德國小","基本學區","中山里","(2-21、24、25鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","育德國小","基本學區","樂山里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","育德國小","自由學區","山佳里","(1-4、19-21鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","樹林區","育德國小","自由學區","中山里","(1、22、23鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","樹林區","柑園國小","基本學區","柑園里","(1-6、9-12鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","柑園國小","基本學區","北園里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","柑園國小","基本學區","西園里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","柑園國小","基本學區","東園里","","school/115_elementary_zones.pdf"
"115","國小","樹林區","柑園國小","自由學區","柑園里","(7鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","樹林區","柑園國小","自由學區","南園里","(1、3、4、7鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","樹林區","桃子腳國中小國小部","基本學區","南園里","(2、5、6、8-52鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","桃子腳國中小國小部","基本學區","柑園里","(8、13-37鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","桃子腳國中小國小部","自由學區","柑園里","(7鄰)","school/115_elementary_zones.pdf"
"115","國小","樹林區","桃子腳國中小國小部","自由學區","南園里","(1、3、4、7鄰)","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","鶯歌國小","基本學區","永昌里","(13-19鄰)","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","鶯歌國小","基本學區","同慶里","","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","鶯歌國小","基本學區","南靖里","(9、10、11、16、20鄰除外)；含除外條件，依原文整里估算","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","鶯歌國小","基本學區","中鶯里","","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","鶯歌國小","基本學區","北鶯里","(1-6、8、12-20鄰)","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","鶯歌國小","基本學區","建德里","","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","鶯歌國小","基本學區","東鶯里","","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","鶯歌國小","基本學區","尖山里","(1-4、9、11-15鄰)","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","鶯歌國小","自由學區","北鶯里","(7、9、10、11鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","鶯歌國小","自由學區","南靖里","自由學區","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","鶯歌國小","自由學區","尖山里","自由學區","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","鳳鳴國小","基本學區","鳳鳴里","","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","鳳鳴國小","基本學區","鳳福里","","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","鳳鳴國小","基本學區","鳳祥里","(23-33鄰)","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","鳳鳴國小","自由學區","大湖里","自由學區","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","鳳鳴國小","自由學區","鳳祥里","(9-22鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","二橋國小","基本學區","二橋里","","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","二橋國小","基本學區","二甲里","","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","二橋國小","基本學區","尖山里","(6、7、8、16鄰)","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","二橋國小","自由學區","尖山里","自由學區","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","中湖國小","基本學區","東湖里","","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","中湖國小","基本學區","中湖里","(4-25鄰)","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","中湖國小","自由學區","大湖里","自由學區","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","中湖國小","自由學區","中湖里","(1-3鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","建國國小","基本學區","建國里","","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","建國國小","基本學區","西鶯里","","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","建國國小","基本學區","南鶯里","","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","建國國小","自由學區","中湖里","(1-3鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","建國國小","自由學區","北鶯里","(7、9、10、11鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","永吉國小","基本學區","永吉里","","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","永吉國小","基本學區","鳳祥里","(1-8鄰)","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","永吉國小","自由學區","鳳祥里","(9-22鄰)","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","昌福國小","基本學區","永昌里","(1-12、20-22鄰)","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","昌福國小","基本學區","中湖里","(26-27鄰)","school/115_elementary_zones.pdf"
"115","國小","鶯歌區","昌福國小","自由學區","中湖里","(1-3鄰)；自由學區","school/115_elementary_zones.pdf"
"115","國小","三峽區","龍埔國小","基本學區","龍學里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","龍埔國小","基本學區","龍恩里","(1、11-14鄰)","school/115_elementary_zones.pdf"
"115","國小","三峽區","龍埔國小","基本學區","龍埔里","(1-8鄰)","school/115_elementary_zones.pdf"
"115","國小","三峽區","龍埔國小","自由學區","龍恩里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","北大國小","基本學區","龍埔里","(9-36鄰)","school/115_elementary_zones.pdf"
"115","國小","三峽區","北大國小","基本學區","龍恩里","(2-10、15-29鄰)","school/115_elementary_zones.pdf"
"115","國小","三峽區","北大國小","基本學區","永舘里","(1、22-25鄰)","school/115_elementary_zones.pdf"
"115","國小","三峽區","北大國小","自由學區","龍恩里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","三峽國小","基本學區","永舘里","(2-21鄰)","school/115_elementary_zones.pdf"
"115","國小","三峽區","三峽國小","基本學區","秀川里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","三峽國小","基本學區","鳶山里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","三峽國小","基本學區","三峽里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","三峽國小","自由學區","龍恩里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","中園國小","基本學區","中埔里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","中園國小","基本學區","弘道里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","中園國小","基本學區","八張里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","中園國小","基本學區","大埔里","(1-5鄰)","school/115_elementary_zones.pdf"
"115","國小","三峽區","大埔國小","基本學區","大埔里","(6-22鄰)","school/115_elementary_zones.pdf"
"115","國小","三峽區","大埔國小","基本學區","金圳里","(1-6鄰)","school/115_elementary_zones.pdf"
"115","國小","三峽區","大埔國小","基本學區","二鬮里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","成福國小","基本學區","溪東里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","成福國小","基本學區","成福里","(1-8、12-15鄰)","school/115_elementary_zones.pdf"
"115","國小","三峽區","成福國小","自由學區","溪南里","自由學區","school/115_elementary_zones.pdf"
"115","國小","三峽區","成福國小","自由學區","溪北里","自由學區","school/115_elementary_zones.pdf"
"115","國小","三峽區","大成國小","基本學區","竹崙里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","大成國小","基本學區","成福里","(9-11、16鄰)","school/115_elementary_zones.pdf"
"115","國小","三峽區","民義國小","基本學區","嘉添里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","民義國小","基本學區","添福里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","民義國小","自由學區","中正里","自由學區","school/115_elementary_zones.pdf"
"115","國小","三峽區","建安國小","基本學區","安坑里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","有木國小","基本學區","有木里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","五寮國小","基本學區","五寮里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","安溪國小","基本學區","礁溪里","(17-37鄰)","school/115_elementary_zones.pdf"
"115","國小","三峽區","安溪國小","基本學區","安溪里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","介壽國小","基本學區","礁溪里","(1-16鄰)","school/115_elementary_zones.pdf"
"115","國小","三峽區","介壽國小","基本學區","介壽里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","介壽國小","基本學區","中正里","","school/115_elementary_zones.pdf"
"115","國小","三峽區","介壽國小","自由學區","溪南里","自由學區","school/115_elementary_zones.pdf"
"115","國小","三峽區","介壽國小","自由學區","溪北里","自由學區","school/115_elementary_zones.pdf"
"115","國小","三峽區","介壽國小","自由學區","中正里","自由學區","school/115_elementary_zones.pdf"
"115","國小","中和區","中和國小","基本學區","廟美里","","school/115_elementary_zones.pdf"
"115","國小","中和區","中和國小","基本學區","福善里","","school/115_elementary_zones.pdf"
"115","國小","中和區","中和國小","基本學區","福真里","","school/115_elementary_zones.pdf"
"115","國小","中和區","中和國小","基本學區","福和里","","school/115_elementary_zones.pdf"
"115","國小","中和區","中和國小","基本學區","連和里","","school/115_elementary_zones.pdf"
"115","國小","中和區","中和國小","基本學區","連城里","","school/115_elementary_zones.pdf"
"115","國小","中和區","中和國小","基本學區","枋寮里","","school/115_elementary_zones.pdf"
